Transcription,Spelling,Word,BiphonProb,Frequency,is_capital,count,repeated
AH.K.AW.N.T.S,accounts,accounts,0.00448033,10.47,TRUE,1,
AH.K.UW.T.ER.M.AH.N.T,accoutrement,accoutrement,0.023929645,0.12,TRUE,1,
AH.K.UW.T.ER.M.AH.N.T.S,accoutrements,accoutrements,0.023771502,0.12,TRUE,1,
AH.K.R.EH.D.AH.T.EY.SH.AH.N,accreditation,accreditation,0.029922148,0.18,TRUE,1,
AH.K.R.EH.D.IH.T.IH.D,accredited,accredited,0.005565136,0.31,TRUE,1,
AH.K.R.EH.D.AH.T.IH.NG,accrediting,accrediting,0.012153247,0.02,TRUE,1,
AH.K.R.UW.AH.L,accrual,accrual,0.00885346,0.04,TRUE,1,
AH.K.R.UW,accrue,accrue,0.001877241,0.08,TRUE,1,
AH.K.R.UW.D,accrued,accrued,0.001522475,0.25,TRUE,1,
AH.K.R.UW.Z,accrues,accrues,0.001697066,0.02,TRUE,1,
AH.K.R.UW.IH.NG,accruing,accruing,0.010794807,0.04,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T,accumulate,accumulate,0.010202117,0.57,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T.IH.D,accumulated,accumulated,0.013723282,0.76,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T.S,accumulates,accumulates,0.012696688,0.22,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T.IH.NG,accumulating,accumulating,0.017094297,0.35,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.SH.AH.N,accumulation,accumulation,0.033439534,0.25,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.SH.AH.N.Z,accumulations,accumulations,0.040338266,0.02,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T.IH.V,accumulative,accumulative,0.013973897,0.06,TRUE,1,
AH.K.Y.UW.M.Y.AH.L.EY.T.ER,accumulator,accumulator,0.010420912,0.02,TRUE,1,
AE.K.Y.ER.AH.S.IY,accuracy,accuracy,0.006306593,1.49,TRUE,1,
AE.K.Y.ER.AH.T,accurate,accurate,0.005981461,7.84,TRUE,1,
AE.K.Y.ER.AH.T.L.IY,accurately,accurately,0.00735413,1.14,TRUE,1,
AE.K.Y.AH.Z.EY.SH.AH.N,accusation,accusation,0.020668336,2.8,TRUE,1,
AE.K.Y.AH.Z.EY.SH.AH.N.Z,accusations,accusations,0.020810639,3,TRUE,1,
AH.K.Y.UW.Z.AH.T.AO.R.IY,accusatory,accusatory,0.003194333,0.06,TRUE,1,
AH.K.Y.UW.Z,accuse,accuse,0.001329325,5.69,TRUE,1,
AH.K.Y.UW.Z.D,accused,accused,0.001364896,13.06,TRUE,1,
AH.K.Y.UW.Z.ER,accuser,accuser,0.001097287,0.29,TRUE,1,
AH.K.Y.UW.Z.ER.Z,accusers,accusers,0.001890197,0.16,TRUE,1,
AH.K.Y.UW.Z.IH.Z,accuses,accuses,0.001477969,0.61,TRUE,1,
AH.K.Y.UW.Z.IH.NG,accusing,accusing,0.006347409,4.94,TRUE,1,
AH.K.AH.S.T.AH.M,accustom,accustom,0.007173112,0.12,TRUE,1,
AH.K.AH.S.T.AH.M.D,accustomed,accustomed,0.006262339,2.92,TRUE,1,
EY.S,Ace,ace,0.000174485,14.73,FALSE,1,
EY.S.T,aced,aced,0.000910777,0.76,TRUE,1,
AH.S.EH.R.B.IH.K,acerbic,acerbic,0.003228059,0.08,TRUE,1,
EY.S.IH.Z,aces,aces,0.000624467,3.96,TRUE,1,
AH.S.IY.T.AH.M.IH.N.AH.F.AH.N,acetaminophen,acetaminophen,0.024226514,0.1,TRUE,1,
AE.S.AH.T.EY.T,acetate,acetate,0.002573331,0.12,TRUE,1,
AH.S.EH.T.IH.K,acetic,acetic,0.00493776,0.02,TRUE,1,
AE.S.AH.T.OW.N,acetone,acetone,0.001410201,0.16,TRUE,1,
AH.S.EH.T.AH.L.K.OW.L.IY.N,Acetylcholine,acetylcholine,0.010337277,0.14,FALSE,1,
AH.S.EH.T.AH.L.IY.N,acetylene,acetylene,0.0109756,0.45,TRUE,1,
EY.K,ache,ache,0.000150442,2.49,TRUE,1,
EY.K.T,ached,ached,0.000706756,0.31,TRUE,1,
EY.K.S,aches,aches,0.004687636,1.51,TRUE,1,
AH.CH.IY.V.AH.B.AH.L,achievable,achievable,0.009057488,0.04,TRUE,1,
AH.CH.IY.V,achieve,achieve,0.000544619,7.33,TRUE,1,
AH.CH.IY.V.D,achieved,achieved,0.000525542,4.29,TRUE,1,
AH.CH.IY.V.M.AH.N.T,achievement,achievement,0.016612144,3.49,TRUE,1,
AH.CH.IY.V.M.AH.N.T.S,achievements,achievements,0.016889931,1.08,TRUE,1,
AH.CH.IY.V.ER,achiever,achiever,0.001231521,0.24,TRUE,1,
AH.CH.IY.V.ER.Z,Achievers,achievers,0.003049875,0.18,FALSE,1,
AH.CH.IY.V.Z,achieves,achieves,0.000679081,0.31,TRUE,1,
AH.CH.IY.V.IH.NG,achieving,achieving,0.010351084,0.73,TRUE,1,
AH.K.IH.L.IY.Z,Achilles,achilles,0.003497489,2.25,FALSE,1,
EY.K.IH.NG,aching,aching,0.002481582,2.06,TRUE,1,
EY.K.IH.NG.L.IY,achingly,achingly,0.003735882,0.04,TRUE,1,
EY.K.IY,achy,achy,0.000197027,0.45,TRUE,1,
AE.S.AH.D,acid,acid,0.001654891,9.96,TRUE,1,
AH.S.IH.D.IH.K,acidic,acidic,0.004039455,0.22,TRUE,1,
AH.S.IH.D.AH.T.IY,acidity,acidity,0.007285108,0.2,TRUE,1,
AE.S.AH.D.OW.S.AH.S,acidosis,acidosis,0.003968653,0.16,TRUE,1,
AE.S.AH.D.Z,acids,acids,0.002571194,0.82,TRUE,1,
AE.K,Ack,ack,0.003346578,0.57,FALSE,1,
AE.K.ER,Acker,acker,0.001895591,0.16,FALSE,1,
AE.K.N.AA.L.IH.JH,acknowledge,acknowledge,0.001926748,6.14,TRUE,1,
AE.K.N.AA.L.IH.JH.D,acknowledged,acknowledged,0.001785896,1.96,TRUE,1,
AE.K.N.AA.L.IH.JH.M.AH.N.T,acknowledgement,acknowledgement,0.024659818,0.41,TRUE,1,
AE.K.N.AA.L.IH.JH.M.AH.N.T.S,acknowledgements,acknowledgements,0.023967532,0.08,TRUE,1,
AE.K.N.AA.L.IH.JH.IH.Z,acknowledges,acknowledges,0.002303681,0.25,TRUE,1,
AE.K.N.AA.L.IH.JH.IH.NG,acknowledging,acknowledging,0.007772991,0.71,TRUE,1,
AE.K.N.AA.L.IH.JH.M.AH.N.T,acknowledgment,acknowledgment,0.024659818,0.51,TRUE,1,
AE.K.M.IY,Acme,acme,0.001741235,1.25,FALSE,1,
AE.K.N.IY,acne,acne,0.003039613,0.9,TRUE,1,
AE.K.AH.L.AY.T,acolyte,acolyte,0.002971043,0.14,TRUE,1,
AE.K.AH.L.AY.T.S,acolytes,acolytes,0.00445961,0.12,TRUE,1,
EY.K.AO.R.N,acorn,acorn,0.001660043,0.73,TRUE,1,
EY.K.AO.R.N.Z,Acorns,acorns,0.003427486,0.37,FALSE,1,
AH.K.UW.S.T.IH.K,acoustic,acoustic,0.006386873,0.96,TRUE,1,
AH.K.UW.S.T.IH.K.AH.L,acoustical,acoustical,0.011853974,0.12,TRUE,1,
AH.K.UW.S.T.IH.K.L.IY,acoustically,acoustically,0.009001108,0.02,TRUE,1,
AH.K.UW.S.T.IH.K.S,acoustics,acoustics,0.005992723,0.43,TRUE,1,
AH.K.W.EY.N.T,acquaint,acquaint,0.004397027,0.39,TRUE,1,
AH.K.W.EY.N.T.AH.N.S,acquaintance,acquaintance,0.02004965,5.35,TRUE,1,
AH.K.W.EY.N.T.AH.N.S.IH.Z,acquaintances,acquaintances,0.016067911,1.06,TRUE,1,
AH.K.W.EY.N.T.AH.N.S.SH.IH.P,acquaintanceship,acquaintanceship,0.015144249,0.08,TRUE,1,
AH.K.W.EY.N.IH.D,acquainted,acquainted,0.003323558,4.53,TRUE,1,
AE.K.W.IY.EH.S,acquiesce,acquiesce,0.002735564,0.06,TRUE,1,
AE.K.W.IY.EH.S.T,acquiesced,acquiesced,0.006454691,0.1,TRUE,1,
AE.K.W.IY.EH.S.AH.N.S,acquiescence,acquiescence,0.017269725,0.1,TRUE,1,
AE.K.W.IY.EH.S.IH.NG,acquiescing,acquiescing,0.008959992,0.04,TRUE,1,
AH.K.W.AY.ER,acquire,acquire,0.001517694,2.65,TRUE,1,
AH.K.W.AY.ER.D,acquired,acquired,0.00253867,4.47,TRUE,1,
AH.K.W.AY.ER.ER,acquirer,acquirer,0.001228678,0.02,TRUE,1,
AH.K.W.AY.ER.Z,acquires,acquires,0.003278813,0.16,TRUE,1,
AH.K.W.AY.ER.IH.NG,acquiring,acquiring,0.006611144,0.84,TRUE,1,
AE.K.W.AH.Z.IH.SH.AH.N,acquisition,acquisition,0.02024185,1.45,TRUE,1,
AE.K.W.AH.Z.IH.SH.AH.N.Z,acquisitions,acquisitions,0.020431541,0.65,TRUE,1,
AH.K.W.IH.Z.AH.T.IH.V,acquisitive,acquisitive,0.006717413,0.06,TRUE,1,
AH.K.W.IH.T,acquit,acquit,0.002315834,0.47,TRUE,1,
AH.K.W.IH.T.AH.L,acquittal,acquittal,0.010450641,0.73,TRUE,1,
AH.K.W.IH.T.AH.L.Z,acquittals,acquittals,0.009626668,0.02,TRUE,1,
AH.K.W.IH.T.AH.D,acquitted,acquitted,0.006133174,1.53,TRUE,1,
AH.K.W.IH.T.IH.NG,acquitting,acquitting,0.008697828,0.12,TRUE,1,
EY.K.ER,acre,acre,0.000297523,1.82,TRUE,1,
EY.K.ER.IH.JH,acreage,acreage,0.000746721,0.43,TRUE,1,
EY.K.ER.Z,acres,acres,0.000690797,4.59,TRUE,1,
AE.K.R.IH.D,acrid,acrid,0.002943062,0.04,TRUE,1,
AE.K.R.AH.M.OW.N.IY.AH.S,acrimonious,acrimonious,0.004919622,0.14,TRUE,1,
AE.K.R.IH.M.OW.N.IY,acrimony,acrimony,0.002067962,0.22,TRUE,1,
AE.K.R.AH.B.AE.T,acrobat,acrobat,0.003799141,0.59,TRUE,1,
AE.K.R.AH.B.AE.T.IH.K,acrobatic,acrobatic,0.006921326,0.24,TRUE,1,
AE.K.R.AH.B.AE.T.IH.K.S,acrobatics,acrobatics,0.006771268,0.22,TRUE,1,
AE.K.R.AH.B.AE.T.S,acrobats,acrobats,0.004790148,0.37,TRUE,1,
AE.K.R.AH.N.IH.M,acronym,acronym,0.012604117,0.29,TRUE,1,
AE.K.R.AH.N.IH.M.Z,acronyms,acronyms,0.011198381,0.14,TRUE,1,
AH.K.R.AA.P.AH.L.AH.S,Acropolis,acropolis,0.008217075,0.12,FALSE,1,
AH.K.R.AO.S,across,across,0.001587929,94.14,TRUE,1,
AH.K.R.IH.L.IH.K,acrylic,acrylic,0.004186689,0.45,TRUE,1,
AH.K.R.IH.L.IH.K.S,acrylics,acrylics,0.004106851,0.06,TRUE,1,
AE.K.T,act,act,0.002304823,109.12,TRUE,1,
AE.K.T.AH.D,acted,acted,0.006234067,10.75,TRUE,1,
AE.K.T.AH.N,actin,actin,0.017095587,1.06,TRUE,1,
AE.K.T.IH.NG,acting,acting,0.014356059,52.45,TRUE,1,
AE.K.SH.AH.N,action,action,0.014881321,61.08,TRUE,1,
AE.K.SH.AH.N.AH.B.AH.L,actionable,actionable,0.01631669,0.25,TRUE,1,
AE.K.SH.AH.N.Z,actions,actions,0.014004509,12.16,TRUE,1,
AE.K.T.AH.V.EY.T,activate,activate,0.004706683,4.67,TRUE,1,
AE.K.T.AH.V.EY.T.AH.D,activated,activated,0.008679725,4.31,TRUE,1,
AE.K.T.AH.V.EY.T.S,activates,activates,0.005568041,0.31,TRUE,1,
AE.K.T.AH.V.EY.T.IH.NG,activating,activating,0.011870152,0.86,TRUE,1,
AE.K.T.AH.V.EY.SH.AH.N,activation,activation,0.021907429,0.84,TRUE,1,
AE.K.T.AH.V.EY.T.ER,activator,activator,0.005465001,0.08,TRUE,1,
AE.K.T.IH.V,active,active,0.003402855,11.45,TRUE,1,
AE.K.T.IH.V.L.IY,actively,actively,0.005012102,0.82,TRUE,1,
AE.K.T.IH.V.Z,actives,actives,0.002929134,0.02,TRUE,1,
AE.K.T.IH.V.IH.Z.AH.M,activism,activism,0.00314472,0.18,TRUE,1,
AE.K.T.AH.V.AH.S.T,activist,activist,0.008049547,0.98,TRUE,1,
AE.K.T.AH.V.AH.S,activists,activists,0.007056646,0.35,TRUE,1,
AE.K.T.IH.V.AH.T.IY.Z,activities,activities,0.006096144,8.61,TRUE,1,
AE.K.T.IH.V.AH.T.IY,activity,activity,0.0062888,12.88,TRUE,1,
AE.K.T.AH.N,Acton,acton,0.017095587,0.24,FALSE,1,
AE.K.T.ER,actor,actor,0.005202373,26.33,TRUE,1,
AE.K.T.ER.Z,actors,actors,0.006360321,12.63,TRUE,1,
AE.K.T.R.AH.S,actress,actress,0.008328737,16.02,TRUE,1,
AE.K.T.R.AH.S.IH.Z,actresses,actresses,0.007373522,2.25,TRUE,1,
AE.K.S,acts,acts,0.006285703,12.47,TRUE,1,
AE.K.CH.AH.W.AH.L,actual,actual,0.008419724,17.33,TRUE,1,
AE.K.CH.AH.W.AE.L.AH.T.IY,actuality,actuality,0.006589772,0.47,TRUE,1,
AE.K.CH.AH.W.AH.L.AY.Z,actualize,actualize,0.006628571,0.04,TRUE,1,
AE.K.CH.AH.W.AH.L.IY,actually,actually,0.01001619,322.33,TRUE,1,
AE.K.CH.AH.W.EH.R.IY.AH.L,actuarial,actuarial,0.013188157,0.18,TRUE,1,
AE.K.CH.AH.W.EH.R.IY.Z,actuaries,actuaries,0.004701922,0.02,TRUE,1,
AE.K.CH.AH.W.EH.R.IY,actuary,actuary,0.004695403,0.14,TRUE,1,
AE.K.CH.UW.W.EY.T,actuate,actuate,0.002049065,0.02,TRUE,1,
AE.K.CH.UW.EY.T.ER,actuator,actuator,0.003111811,0.04,TRUE,1,
AE.K.CH.UW.EY.T.ER.Z,actuators,actuators,0.00451836,0.04,TRUE,1,
AH.K.Y.UW.AH.T.IY,acuity,acuity,0.005942101,0.27,TRUE,1,
AH.K.Y.UW.M.AH.N,acumen,acumen,0.013892613,0.14,TRUE,1,
AE.K.Y.UW.P.AH.NG.K.CH.ER,acupuncture,acupuncture,0.001191499,0.73,TRUE,1,
AH.K.Y.UW.T,acute,acute,0.001256098,2.94,TRUE,1,
AH.K.Y.UW.T.L.IY,acutely,acutely,0.003722044,0.27,TRUE,1,
AH.K.Y.UW.T.N.AH.S,acuteness,acuteness,0.004533479,0.02,TRUE,1,
AH.S.IH.K.L.OW.V.IH.R,acyclovir,acyclovir,0.001226535,0.02,TRUE,1,
AE.D,ad,ad,0.002551847,13.61,TRUE,1,
AE.D.AH.JH,adage,adage,0.001436947,0.63,TRUE,1,
AH.D.AA.ZH.IY.OW,Adagio,adagio,0.000494869,0.24,FALSE,1,
AE.D.AH.M,Adam,adam,0.002579955,37.06,FALSE,1,
AE.D.AH.M.AH.N.T,adamant,adamant,0.015650629,0.98,TRUE,1,
AE.D.AH.M.AH.N.T.L.IY,adamantly,adamantly,0.017060033,0.04,TRUE,1,
AE.D.AH.M.Z,Adams,adams,0.002591792,9.22,FALSE,1,
AH.D.AE.P.T,adapt,adapt,0.001751755,2.63,TRUE,1,
AH.D.AE.P.T.AH.B.IH.L.AH.T.IY,adaptability,adaptability,0.002784516,0.14,TRUE,1,
AH.D.AE.P.T.AH.B.AH.L,adaptable,adaptable,0.010125586,0.33,TRUE,1,
AE.D.AH.P.T.EY.SH.AH.N,Adaptation,adaptation,0.020486347,1.59,FALSE,1,
AE.D.AE.P.T.EY.SH.AH.N.Z,adaptations,adaptations,0.02059959,0.06,TRUE,1,
AH.D.AE.P.T.AH.D,adapted,adapted,0.005757122,1.1,TRUE,1,
AH.D.AE.P.T.ER,adapter,adapter,0.002673966,0.22,TRUE,1,
AH.D.AE.P.T.IH.NG,adapting,adapting,0.008321775,0.53,TRUE,1,
AH.D.AE.P.T.IH.V,adaptive,adaptive,0.003873517,0.22,TRUE,1,
AH.D.AE.P.T.ER,adaptor,adaptor,0.002673966,0.08,TRUE,1,
AH.D.AE.P.T.ER.Z,adaptors,adaptors,0.003204097,0.02,TRUE,1,
AH.D.AE.P.T.S,adapts,adapts,0.003479415,0.06,TRUE,1,
AH.D.AA.R,Adar,adar,0.002021094,0.06,FALSE,1,
AE.D,add,add,0.002551847,33.06,TRUE,1,
AE.D.AH.D,added,added,0.002098334,9.65,TRUE,1,
AH.D.EH.D.AH.M,addendum,addendum,0.005077355,0.29,TRUE,1,
AH.D.EH.D.AH.M.Z,addendums,addendums,0.004899748,0.08,TRUE,1,
AE.D.ER,Adder,adder,0.001298557,1.43,FALSE,1,
AE.D.IH.K.T,addict,addict,0.003128947,5.35,TRUE,1,
AH.D.IH.K.T.AH.D,addicted,addicted,0.006505478,4.53,TRUE,1,
AH.D.IH.K.T.IH.NG,addicting,addicting,0.009070132,0.06,TRUE,1,
AH.D.IH.K.SH.AH.N,addiction,addiction,0.014827513,3.9,TRUE,1,
AH.D.IH.K.SH.AH.N.Z,addictions,addictions,0.014510976,0.41,TRUE,1,
AH.D.IH.K.T.IH.V,addictive,addictive,0.004621873,1.12,TRUE,1,
AE.D.IH.K.T.S,addicts,addicts,0.004581168,2.08,TRUE,1,
AE.D.IH.NG,adding,adding,0.003185533,4.02,TRUE,1,
AA.D.IH.S,Addis,addis,0.001630914,0.2,FALSE,1,
AE.D.AH.S.AH.N,Addison,addison,0.01570487,1.78,FALSE,1,
AH.D.IH.SH.AH.N,addition,addition,0.013767674,7.75,TRUE,1,
AH.D.IH.SH.AH.N.AH.L,additional,additional,0.018269564,5.88,TRUE,1,
AH.D.IH.SH.AH.N.AH.L.IY,Additionally,additionally,0.020176676,0.31,FALSE,1,
AH.D.IH.SH.AH.N.Z,additions,additions,0.012769872,0.22,TRUE,1,
AE.D.AH.T.IH.V,additive,additive,0.003339968,0.22,TRUE,1,
AE.D.AH.T.IH.V.Z,additives,additives,0.002956271,0.2,TRUE,1,
AE.D.AH.L,Addle,addle,0.003083296,0.16,FALSE,1,
AE.D.AH.L.D,addled,addled,0.002586647,0.22,TRUE,1,
AE.D.R.EH.S,address,address,0.002632685,52.27,TRUE,1,
AH.D.R.EH.S.T,addressed,addressed,0.006156432,3.8,TRUE,1,
AE.D.R.EH.S.IY,addressee,addressee,0.002667085,0.12,TRUE,1,
AE.D.R.EH.S.IH.Z,addresses,addresses,0.002604065,3.18,TRUE,1,
AH.D.R.EH.S.IH.NG,addressing,addressing,0.007303734,2.1,TRUE,1,
AE.D.Z,adds,adds,0.001388685,3.94,TRUE,1,
EY.D,Ade,ade,0.000135355,0.29,FALSE,1,
EY.D.AH.N,Aden,aden,0.003135358,0.12,FALSE,1,
AE.D.AH.N.IY.N,Adenine,adenine,0.003645511,0.04,FALSE,1,
AE.D.AH.N.OY.D,Adenoid,adenoid,0.002448717,0.1,FALSE,1,
AE.D.AH.N.OY.D.Z,adenoids,adenoids,0.003405274,0.22,TRUE,1,
AH.D.EH.N.AH.S.IY.N,adenosine,adenosine,0.006264144,0.12,TRUE,1,
AH.D.EH.P.T,adept,adept,0.00178268,0.65,TRUE,1,
AE.D.AH.K.W.AH.S.IY,adequacy,adequacy,0.004627195,0.02,TRUE,1,
AE.D.AH.K.W.AH.T,adequate,adequate,0.004432886,2.59,TRUE,1,
AE.D.AH.K.W.AH.T.L.IY,adequately,adequately,0.008646726,0.53,TRUE,1,
AH.D.HH.IH.R,adhere,adhere,0.000730751,0.57,TRUE,1,
AE.D.HH.IH.R.D,adhered,adhered,0.001792801,0.12,TRUE,1,
AH.D.HH.IH.R.AH.N.S,adherence,adherence,0.013243881,0.18,TRUE,1,
AH.D.HH.IH.R.AH.N.T,adherent,adherent,0.016850584,0.06,TRUE,1,
AE.D.HH.IH.R.AH.N.T.S,adherents,adherents,0.017225895,0.02,TRUE,1,
AH.D.HH.IH.R.Z,adheres,adheres,0.000697707,0.06,TRUE,1,
AH.D.HH.IH.R.IH.NG,adhering,adhering,0.006154531,0.18,TRUE,1,
AE.D.HH.IY.ZH.AH.N,adhesion,adhesion,0.012478058,0.12,TRUE,1,
AE.D.HH.IY.S.IH.V,adhesive,adhesive,0.001955316,0.92,TRUE,1,
AE.D.HH.IY.S.IH.V.Z,adhesives,adhesives,0.00207312,0.02,TRUE,1,
AH.D.UW,adieu,adieu,0.000785827,1.84,TRUE,1,
AA.D.IY.OW.S,Adios,adios,0.000620108,3.12,FALSE,1,
AE.D.AH.P.OW.S,adipose,adipose,0.001314863,0.08,TRUE,1,
AH.JH.EY.S.AH.N.T,adjacent,adjacent,0.015313862,1.33,TRUE,1,
AE.JH.IH.K.T.IH.V,adjective,adjective,0.004267054,0.49,TRUE,1,
AE.JH.IH.K.T.IH.V.Z,adjectives,adjectives,0.004054609,0.49,TRUE,1,
AH.JH.OY.N.IH.NG,adjoining,adjoining,0.010750469,1.12,TRUE,1,
AH.JH.OY.N.Z,adjoins,adjoins,0.001013464,0.1,TRUE,1,
AH.JH.ER.N,adjourn,adjourn,0.000415762,1.29,TRUE,1,
AH.JH.ER.N.D,adjourned,adjourned,0.003053735,4.9,TRUE,1,
AH.JH.ER.N.IH.NG,adjourning,adjourning,0.010864881,0.04,TRUE,1,
AH.JH.ER.N.M.AH.N.T,adjournment,adjournment,0.016584405,0.22,TRUE,1,
AH.JH.ER.N.Z,adjourns,adjourns,0.00115648,0.04,TRUE,1,
AH.JH.AH.JH,adjudge,adjudge,0.000783251,0.02,TRUE,1,
AH.JH.AH.JH.D,adjudged,adjudged,0.000814122,0.06,TRUE,1,
AH.JH.UW.D.IH.K.EY.T,adjudicate,adjudicate,0.004489523,0.1,TRUE,1,
AH.JH.UW.D.AH.K.EY.T.IH.D,adjudicated,adjudicated,0.006750875,0.12,TRUE,1,
AH.JH.UW.D.IH.K.EY.T.IH.NG,adjudicating,adjudicating,0.009327716,0.02,TRUE,1,
AH.JH.UW.D.AH.K.EY.SH.AH.N,adjudication,adjudication,0.026072316,0.18,TRUE,1,
AE.JH.AH.NG.K.T,adjunct,adjunct,0.003805375,0.14,TRUE,1,
AH.JH.AH.S.T,adjust,adjust,0.004893043,5.63,TRUE,1,
AH.JH.AH.S.T.AH.B.AH.L,adjustable,adjustable,0.01169623,0.31,TRUE,1,
AH.JH.AH.S.T.AH.D,adjusted,adjusted,0.007851313,1.8,TRUE,1,
AH.JH.AH.S.T.ER,adjuster,adjuster,0.005186996,0.39,TRUE,1,
AH.JH.AH.S.T.ER.Z,adjusters,adjusters,0.005298289,0.14,TRUE,1,
AH.JH.AH.S.T.IH.NG,adjusting,adjusting,0.010415967,2.37,TRUE,1,
AH.JH.AH.S.T.M.AH.N.T,adjustment,adjustment,0.024175092,3.1,TRUE,1,
AH.JH.AH.S.T.M.AH.N.T.S,adjustments,adjustments,0.023989677,1.39,TRUE,1,
AH.JH.AH.S,adjusts,adjusts,0.002089248,0.18,TRUE,1,
AE.JH.AH.T.AH.N.T,adjutant,adjutant,0.016333637,0.88,TRUE,1,
AH.D.M.IH.N.AH.S.T.ER,administer,administer,0.007948027,1.67,TRUE,1,
AH.D.M.IH.N.AH.S.T.ER.D,administered,administered,0.007117003,1.49,TRUE,1,
AE.D.M.IH.N.IH.S.T.ER.IH.NG,administering,administering,0.00676122,0.47,TRUE,1,
AE.D.M.IH.N.IH.S.T.ER.Z,administers,administers,0.005397466,0.12,TRUE,1,
AE.D.M.IH.N.IH.S.T.R.EY.T,administrate,administrate,0.005023101,0.04,TRUE,1,
AE.D.M.IH.N.IH.S.T.R.EY.SH.AH.N,administration,administration,0.030541387,7.59,TRUE,1,
AE.D.M.IH.N.IH.S.T.R.EY.SH.AH.N.Z,administrations,administrations,0.044861024,0.31,TRUE,1,
AH.D.M.IH.N.AH.S.T.R.EY.T.IH.V,administrative,administrative,0.0080416,1.61,TRUE,1,
AH.D.M.IH.N.AH.S.T.R.EY.T.ER,administrator,administrator,0.006751214,1.65,TRUE,1,
AE.D.M.IH.N.IH.S.T.R.EY.T.ER.Z,administrators,administrators,0.004481559,0.35,TRUE,1,
AE.D.M.ER.AH.B.AH.L,admirable,admirable,0.010261266,2.61,TRUE,1,
AE.D.M.ER.AH.B.L.IY,admirably,admirably,0.005471847,0.41,TRUE,1,
AE.D.M.ER.AH.L,Admiral,admiral,0.010303389,16.57,FALSE,1,
AE.D.M.ER.AH.L.Z,admirals,admirals,0.009662003,0.57,TRUE,1,
AE.D.M.ER.AH.L.T.IY,Admiralty,admiralty,0.009057827,0.67,FALSE,1,
AE.D.M.ER.EY.SH.AH.N,admiration,admiration,0.020223634,2.1,TRUE,1,
AE.D.M.AY.R,admire,admire,0.001350861,14.16,TRUE,1,
AH.D.M.AY.ER.D,admired,admired,0.002283946,3.67,TRUE,1,
AE.D.M.AY.R.ER,admirer,admirer,0.001101337,2.96,TRUE,1,
AH.D.M.AY.R.ER.Z,admirers,admirers,0.001723801,0.96,TRUE,1,
AE.D.M.AY.R.Z,admires,admires,0.001193795,0.51,TRUE,1,
AE.D.M.AY.R.IH.NG,admiring,admiring,0.006567938,2.76,TRUE,1,
AH.D.M.IH.S.AH.B.IH.L.AH.T.IY,admissibility,admissibility,0.002491492,0.08,TRUE,1,
AH.D.M.IH.S.AH.B.AH.L,admissible,admissible,0.009722678,0.73,TRUE,1,
AE.D.M.IH.SH.AH.N,admission,admission,0.015616909,3.55,TRUE,1,
AE.D.M.IH.SH.AH.N.Z,admissions,admissions,0.015187602,2.18,TRUE,1,
AH.D.M.IH.T,admit,admit,0.002623004,59.2,TRUE,1,
AH.D.M.IH.T.S,admits,admits,0.004176414,2.06,TRUE,1,
AH.D.M.IH.T.AH.N.S,admittance,admittance,0.015009316,0.67,TRUE,1,
AH.D.M.IH.T.AH.D,admitted,admitted,0.006337954,9.16,TRUE,1,
AE.D.M.IH.T.IH.D.L.IY,admittedly,admittedly,0.007870466,0.92,TRUE,1,
AE.D.M.IH.T.IH.NG,admitting,admitting,0.009072379,3.08,TRUE,1,
AE.D.M.AA.N.IH.SH,admonish,admonish,0.002665098,0.08,TRUE,1,
AH.D.M.AA.N.IH.SH.T,admonished,admonished,0.002244889,0.08,TRUE,1,
AE.D.M.AA.N.IH.SH.IH.NG,admonishing,admonishing,0.008232335,0.04,TRUE,1,
AE.D.M.AH.N.IH.SH.AH.N,admonition,admonition,0.02730543,0.1,TRUE,1,
AE.D.M.AH.N.IH.SH.AH.N.Z,admonitions,admonitions,0.026710278,0.02,TRUE,1,
AH.D.UW,ado,ado,0.000785827,1.51,TRUE,1,
AH.D.OW.B.IY,Adobe,adobe,0.000599995,0.47,FALSE,1,
AE.D.AH.L.EH.S.AH.N.S,adolescence,adolescence,0.017830861,0.86,TRUE,1,
AE.D.AH.L.EH.S.AH.N.T,adolescent,adolescent,0.022771214,1.84,TRUE,1,
AE.D.AH.L.EH.S.AH.N.T.S,adolescents,adolescents,0.022741786,0.57,TRUE,1,
EY.D.AA.L.F,Adolf,adolf,0.000510032,1.35,FALSE,1,
EY.D.AO.L.F,Adolph,adolph,0.000402767,0.82,FALSE,1,
AH.D.AA.N.AH.S,Adonis,adonis,0.007103049,0.39,FALSE,1,
AH.D.AA.P.T,adopt,adopt,0.002209152,4.67,TRUE,1,
AH.D.AA.P.T.AH.B.AH.L,adoptable,adoptable,0.010354285,0.02,TRUE,1,
AH.D.AA.P.T.AH.D,adopted,adopted,0.006062053,8.43,TRUE,1,
AH.D.AA.P.T.ER,adopter,adopter,0.003039884,0.02,TRUE,1,
AH.D.AA.P.T.IH.NG,adopting,adopting,0.008626707,1.18,TRUE,1,
