Word,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,PLD20,Phonographic_N,Sem_N_D,NMorph,,TrigramF_Avg_C_Log,STRING,N2_F,N3_F,N2_F_log10,N3_F_log10,BigramF_Avg_C_Log_SCOPE,TrigramF_Avg_C_Log_SCOPE,
aim,2.880241776,3.198453636,1.4,1,2,0.64884871,1,,1.617734035,aim,1579.26,41.47,3.198453636,1.617734035,3.198728547,1.628082261,
air,3.850707485,2.601831927,1.45,1,0,0.67596316,1,,2.417322197,air,399.79,261.41,2.601831927,2.417322197,2.602916877,2.418980381,
airborne,2.334453751,2.223781396,3.35,2.7,0,0.57855648,2,,1.341236623,airborne,167.41,21.94,2.223781396,1.341236623,2.226367876,1.360593414,
aircraft,2.683947131,2.294598478,3.6,3.65,0,0.64687937,2,,1.753659647,aircraft,197.06,56.71,2.294598478,1.753659647,2.296796775,1.761251074,
airforce,NaN,2.416673785,3.35,2.85,0,0.39807135,2,,1.378761175,airforce,261.02,23.92,2.416673785,1.378761175,2.418334442,1.396548038,
airline,2.521138084,3.318476553,2.4,2.35,1,0.59829795,2,,2.518961164,airline,2081.98,330.34,3.318476553,2.518961164,3.3186851,2.520273868,
airplane,2.746634199,2.440484021,2.7,2.75,0,0.5853675,2,,1.54344718,airplane,275.73,34.95,2.440484021,1.54344718,2.442056243,1.555698895,
airport,3.288025535,2.59046286,2.7,2.65,0,0.63024712,2,,2.211867761,airport,389.46,162.88,2.59046286,2.211867761,2.59157655,2.214525955,
aisle,2.579783597,2.726156466,1.9,1,0,0.49175864,1,,0.890421019,aisle,532.3,7.77,2.726156466,0.890421019,2.726971584,0.942999593,
al,3.724849088,1.134177108,1.2,1,7,0.6733613,1,,NaN,al,13.62,NA,1.134177108,#VALUE!,NaN,NaN,
alan,NaN,3.100370545,1.75,1.7,0,NaN,1,,1.792951708,alan,1260,62.08,3.100370545,1.792951708,NaN,NaN,
alarm,3.182699903,3.138460595,1.95,2.15,0,0.57667714,1,,1.525174428,alarm,1375.5,33.51,3.138460595,1.525174428,3.138776216,1.537944959,
albert,NaN,2.769510253,2.15,2.65,1,NaN,1,,1.455301772,albert,588.18,28.53,2.769510253,1.455301772,NaN,NaN,
album,2.718501689,2.357629972,2.3,1.9,0,0.64717901,1,,0.660865478,album,227.84,4.58,2.357629972,0.660865478,2.359531939,0.746634199,
alcohol,2.927370363,2.360385114,3.35,3.7,0,0.62149811,1,,1.28645647,alcohol,229.29,19.34,2.360385114,1.28645647,2.36227508,1.308350949,
alcoholic,2.501059262,2.032457583,3.7,4.05,0,0.56813186,2,,1.050766311,alcoholic,107.76,11.24,2.032457583,1.050766311,2.036469199,1.087781418,
ale,2.307496038,3.245117675,1,1,8,0.53070915,1,,0.514547753,ale,1758.4,3.27,3.245117675,0.514547753,3.245364588,0.630427875,
alert,3.02201574,3.270771972,1.85,1.8,1,0.58261764,1,,1.526726867,alert,1865.4,33.63,3.270771972,1.526726867,3.271004726,1.539452492,
alexander,NaN,2.310183328,3.25,4.8,0,NaN,1,,1.590395947,alexander,204.26,38.94,2.310183328,1.590395947,NaN,NaN,
alfred,NaN,3.343637006,2.3,2.9,0,NaN,1,,1.975569658,alfred,2206.16,94.53,3.343637006,1.975569658,NaN,NaN,
alfredo,NaN,2.312642725,2.9,3.75,0,0.54478025,1,,0,alfredo,205.42,1,2.312642725,0,NaN,NaN,
algae,1.361727836,2.546505648,1.95,1.85,0,0.56836396,2,,0.465382851,algae,351.97,2.92,2.546505648,0.465382851,2.547737795,0.593286067,
algebra,1.959041392,2.065168752,3.1,4.05,0,0.58256441,1,,0.646403726,algebra,116.19,4.43,2.065168752,0.646403726,2.068890554,0.73479983,
algorithm,1.447158031,2.222690465,4.5,5.4,0,0.58950937,1,,0.894316063,algorithm,166.99,7.84,2.222690465,0.894316063,2.22528343,0.946452265,
alias,2.320146286,2.608985757,1.95,1.95,0,0.57633442,1,,1.630834518,alias,406.43,42.74,2.608985757,1.630834518,2.610053004,1.640878779,
alibi,2.630427875,2.511281613,2.5,3.4,0,0.41204885,1,,1.644635504,alibi,324.55,44.12,2.511281613,1.644635504,2.5126177,1.654369091,
alice,NaN,3.276686936,1.75,1.3,0,NaN,1,,2.325351438,alice,1890.98,211.52,3.276686936,2.325351438,NaN,NaN,
alien,2.949390007,3.014675916,1.8,1.85,0,0.62559694,1,,1.797336801,alien,1034.37,62.71,3.014675916,1.797336801,3.015095577,1.804207605,
aliens,2.691965103,2.828814514,1.9,2.3,0,0.58602273,2,,1.808683509,aliens,674.24,64.37,2.828814514,1.808683509,2.829458161,1.815378485,
alike,2.763427994,2.620136055,1.85,1.8,1,0.59574336,2,,1.746322765,alike,417,55.76,2.620136055,1.746322765,2.621176282,1.754042387,
alison,NaN,2.936131556,0,0,0,NaN,1,,2.25173553,alison,863.24,178.54,2.936131556,2.25173553,NaN,NaN,
alive,3.8964711,2.796067592,1.8,1.85,2,0.64488274,2,,2.102159183,alive,625.27,126.52,2.796067592,2.102159183,2.796761608,2.105578304,
all,5.420378278,3.549005716,1.2,1,4,0.70175231,1,,3.545308354,all,3540.02,3510.01,3.549005716,3.545308354,3.54912838,3.545432066,
alleged,2.309630167,3.209919631,2.5,2.4,0,0.64568287,2,,2.202052169,alleged,1621.51,159.24,3.209919631,2.202052169,3.210187382,2.204770936,
allen,NaN,2.964881626,1.75,1.7,1,NaN,1,,1.592509848,allen,922.32,39.13,2.964881626,1.592509848,NaN,NaN,
allergic,2.617000341,2.611234585,3.2,3.35,0,0.52827668,2,,1.216165902,allergic,408.54,16.45,2.611234585,1.216165902,2.612296326,1.241795431,
allergy,1.939519253,2.63531281,2.7,2.7,0,0.48410305,2,,1.627160952,allergy,431.83,42.38,2.63531281,1.627160952,2.636317355,1.637289548,
alley,2.920123326,2.68200962,1.65,1,2,0.57942557,1,,1.627570664,alley,480.85,42.42,2.68200962,1.627570664,2.682911863,1.637689819,
allies,2.416640507,3.096996863,1.85,1.75,1,0.62409765,2,,2.3083723,allies,1250.25,203.41,3.096996863,2.3083723,3.09734409,2.310502138,
alligator,2.252853031,2.339491192,3.55,2.9,0,0.46308443,1,,1.634275695,alligator,218.52,43.08,2.339491192,1.634275695,2.341474094,1.644241586,
allow,3.354876423,2.587677297,1.5,1.65,0,0.67496151,1,,2.145413965,allow,386.97,139.77,2.587677297,2.145413965,2.588798145,2.148510111,
allowance,2.424881637,2.401417774,3.2,2.65,0,0.5320254,2,,2.128076013,allowance,252.01,134.3,2.401417774,2.128076013,2.403137687,2.131297797,
allowed,3.359266165,3.185884809,1.85,1.7,0,0.68602687,2,,2.164323109,allowed,1534.21,145.99,3.185884809,2.164323109,3.186167791,2.16728779,
allowing,2.399673721,3.213724894,2.1,1.95,0,0.67067623,2,,2.952472778,allowing,1635.78,896.34,3.213724894,2.952472778,3.21399031,2.952957027,
allows,2.447158031,2.521778588,1.85,1.8,0,0.66267973,2,,1.620031895,allows,332.49,41.69,2.521778588,1.620031895,2.523082816,1.630326155,
ally,3.2219356,2.984369769,1.5,1.6,0,0.59222335,1,,0.857332496,ally,964.65,7.2,2.984369769,0.857332496,2.984819745,0.913813852,
alma,2.469822016,2.505678952,0,0,4,0.58207446,1,,-0.408935393,alma,320.39,0.39,2.505678952,-0.408935393,NaN,NaN,
almond,1.755874856,3.05309766,2.4,2,0,0.47041404,1,,2.567261692,almond,1130.05,369.2,3.05309766,2.567261692,3.053481804,2.568436414,
almost,3.993788814,2.960622968,2.4,2.85,0,0.6965425,1,,2.688188374,almost,913.32,487.74,2.960622968,2.688188374,2.96109822,2.689077884,
aloft,1.579783597,2.796851749,1.95,1.95,0,0.39689896,1,,2.259617767,aloft,626.4,181.81,2.796851749,2.259617767,2.797544514,2.261999949,
alone,4.196894347,3.053896299,1.75,1.6,2,0.6709705,1,,2.693172738,alone,1132.13,493.37,3.053896299,2.693172738,3.054279738,2.694052108,
along,3.969928189,3.30055853,1.85,1.9,0,0.69502658,1,,2.791121976,along,1997.83,618.19,3.30055853,2.791121976,3.300775859,2.791823934,
aloud,1.977723605,3.123645874,1.9,1.7,1,0.51986974,1,,2.374638384,aloud,1329.37,236.94,3.123645874,2.374638384,3.123972443,2.376467457,
alphabet,2.10720997,2.311880953,3.8,3.65,0,0.56351811,1,,1.040997692,alphabet,205.06,10.99,2.311880953,1.040997692,2.313993695,1.078819183,
alphabetical,1.653212514,1.975155978,5.15,4.7,0,0.47628775,2,,1.225050696,alphabetical,94.44,16.79,1.975155978,1.225050696,1.979730431,1.250175948,
alphabetize,0.77815125,2.384138275,NaN,NaN,NaN,NaN,NaN,,0.622214023,alphabetize,242.18,4.19,2.384138275,0.622214023,NaN,NaN,
alps,1.799340549,2.57632983,1.85,1.85,2,0.56591702,1,,0.625312451,alps,376.99,4.22,2.57632983,0.625312451,2.57748031,0.717670503,
already,4.21077318,2.788642017,2.9,3.55,0,0.69444752,1,,2.591443058,already,614.67,390.34,2.788642017,2.591443058,2.789347992,2.592554241,
alright,3.606918526,2.847035628,2.25,2.2,0,0.46441051,1,,2.515131732,alright,703.13,327.44,2.847035628,2.515131732,2.847652848,2.516456043,
also,4.022387126,3.004446054,1.95,1.95,0,0.70265299,1,,2.960404177,also,1010.29,912.86,3.004446054,2.960404177,3.004875713,2.960879669,
altar,2.414973348,2.608504639,1.95,1.7,0,0.56873828,1,,1.456973014,altar,405.98,28.64,2.608504639,1.456973014,2.609573067,1.471878199,
alter,2.389166084,3.46228267,1.6,1.7,1,0.60363185,1,,2.888886823,alter,2899.23,774.26,3.46228267,2.888886823,3.462432441,2.889447377,
although,3.331224781,2.587845609,3.55,2.05,0,0.69979507,2,,2.503041253,although,387.12,318.45,2.587845609,2.503041253,2.588966023,2.504402892,
altitude,2.298853076,2.640173247,2.6,2.9,1,0.58394849,2,,2.11846314,altitude,436.69,131.36,2.640173247,2.11846314,2.641166624,2.121756758,
alto,1.84509804,3.016402319,1.9,1.95,0,0.55812693,1,,0.190331698,alto,1038.49,1.55,3.016402319,0.190331698,3.016820316,0.40654018,
altogether,2.515873844,2.173972533,4.75,4.95,0,0.6150707,1,,1.714832512,altogether,149.27,51.86,2.173972533,1.714832512,2.176872286,1.723127159,
alum,0.903089987,2.624230514,1.8,1.55,0,0.41488805,1,,0.730782276,alum,420.95,5.38,2.624230514,0.730782276,2.625260991,0.804820679,
aluminum,2.064457989,2.477381753,3.6,3.55,0,0.57673758,1,,1.54961624,aluminum,300.18,35.45,2.477381753,1.54961624,2.478826129,1.561697533,
always,4.52399345,2.910709762,2.25,2.55,0,0.68897742,1,,2.817961805,always,814.16,657.6,2.910709762,2.817961805,2.911242861,2.818621726,
am,4.75157931,2.868062247,1,1,8,0.66939038,1,,NaN,am,738.01,NA,2.868062247,#VALUE!,NaN,NaN,
amalgamation,0.84509804,2.532091606,4.45,4.35,0,0.52625942,2,,2.383042999,amalgamation,340.48,241.57,2.532091606,2.383042999,2.533365273,2.384837088,
amateur,2.525044807,2.569993888,2.9,2.15,0,0.63236171,1,,1.406710459,amateur,371.53,25.51,2.569993888,1.406710459,2.571161252,1.423409728,
amaze,1.919078092,2.437036719,1.9,1.8,0,0.22588991,1,,0.783188691,amaze,273.55,6.07,2.437036719,0.783188691,2.438621448,0.849419414,
amazed,2.418301291,3.270285115,2.25,1.95,0,0.45470947,2,,1.523616419,amazed,1863.31,33.39,3.270285115,1.523616419,3.270518129,1.536432176,
amazing,3.61992771,3.478624205,2.2,2,0,0.60144824,2,,3.238718362,amazing,3010.4,1732.68,3.478624205,3.238718362,3.478768446,3.238968939,
ambassador,2.838849091,1.732474177,4.7,3.7,0,0.60940015,1,,1.157456768,ambassador,54.01,14.37,1.732474177,1.157456768,1.740441645,1.186673867,
ambidextrous,1.113943352,1.221153322,5.6,6.8,0,0.28024077,3,,0.798650645,ambidextrous,16.64,6.29,1.221153322,0.798650645,1.246498581,0.862727528,
ambition,2.437750563,2.987380216,2.75,2.7,0,0.56547761,2,,2.69355988,ambition,971.36,493.81,2.987380216,2.69355988,2.987827085,2.694438468,
ambitious,2.387389826,2.709269961,3.35,2.85,0,0.59960461,2,,2.369290089,ambitious,512,234.04,2.709269961,2.369290089,2.710117365,2.371141778,
ambivalent,1.113943352,2.606939999,4.45,3.95,0,0.38559592,3,,2.282531484,ambivalent,404.52,191.66,2.606939999,2.282531484,2.608012278,2.284791556,
ambulance,3.058426024,2.481485626,3.2,3.15,0,0.56148893,2,,2.145569298,ambulance,303.03,139.82,2.481485626,2.145569298,2.48291644,2.14866434,
ambush,2.444044796,2.11119528,2.65,2.7,0,0.5646261,1,,0.802089258,ambush,129.18,6.34,2.11119528,0.802089258,2.114544267,0.86569606,
amen,3.122543524,3.486880835,1.85,1.95,0,0.41739854,1,,0.604226053,amen,3068.18,4.02,3.486880835,0.604226053,3.48702236,0.700703717,
america,NaN,2.52856964,2.65,2.95,0,NaN,1,,1.32159843,america,337.73,20.97,2.52856964,1.32159843,NaN,NaN,
american,3.717171027,2.752248254,2.5,3.05,1,0.68882281,2,,2.490744838,american,565.26,309.56,2.752248254,2.490744838,2.753015885,2.492145518,
americans,3.111934276,2.62400348,2.95,3.35,0,0.65742797,3,,1.938519725,americans,420.73,86.8,2.62400348,1.938519725,2.625034496,1.943494516,
amethyst,0.84509804,2.44787093,3.95,2.9,0,0.30669409,1,,1.651859269,amethyst,280.46,44.86,2.44787093,1.651859269,2.449416683,1.66143405,
amigo,2.414973348,2.136752266,2.55,2.75,1,0.32046011,1,,0.465382851,amigo,137.01,2.92,2.136752266,0.465382851,NaN,NaN,
ammo,2.439332694,1.084218687,2,1.7,0,0.41323784,1,,-0.318758763,ammo,12.14,0.48,1.084218687,-0.318758763,1.118595365,0.170261715,
ammonia,1.886490725,2.013342904,2.95,2.85,0,0.57233745,1,,0.933487288,ammonia,103.12,8.58,2.013342904,0.933487288,2.017534159,0.981365509,
ammunition,2.478566496,2.943227328,3.5,3.45,0,0.59621972,1,,2.737558378,ammunition,877.46,546.46,2.943227328,2.737558378,2.943721991,2.738352393,
amnesia,2.278753601,2.179436883,3,3.1,0,0.46580431,1,,0.839478047,amnesia,151.16,6.91,2.179436883,0.839478047,2.1823005,0.898176483,
among,3.238046103,3.198887916,1.95,1.95,0,0.69554615,1,,2.663936379,among,1580.84,461.25,3.198887916,2.663936379,3.199162553,2.66487692,
amongst,2.562292864,2.553045171,2.85,2.85,0,0.67062318,2,,1.559188189,amongst,357.31,36.24,2.553045171,1.559188189,2.554258929,1.571009672,
amount,3.101403351,3.036704731,2.15,2.25,0,0.66708297,2,,2.472171147,amount,1088.19,296.6,3.036704731,2.472171147,3.037103645,2.473632927,
ampersand,0.602059991,2.594414651,3.95,4.45,0,0.23516561,1,,1.427972714,ampersand,393.02,26.79,2.594414651,1.427972714,2.595518267,1.443888547,
amphibian,1.322219295,2.257222446,3.95,3.6,0,0.41477677,2,,1.361538971,amphibian,180.81,22.99,2.257222446,1.361538971,2.259617767,1.380030248,
amuse,2.127104798,3.133056446,1.85,1.8,1,0.33319724,1,,2.404714013,amuse,1358.49,253.93,3.133056446,2.404714013,3.133376017,2.406420946,
amused,2.11058971,3.33775069,1.85,2.1,1,0.42616346,2,,2.43235989,amused,2176.46,270.62,3.33775069,2.43235989,3.337950186,2.433961745,
amy,NaN,-0.823908741,1.75,1.75,0,NaN,1,,NaN,amy,0.15,0,-0.823908741,#NUM!,NaN,NaN,
an,4.97805263,3.520272557,1,1,9,0.70190674,1,,NaN,an,3313.39,NA,3.520272557,#VALUE!,NaN,NaN,
ana,NaN,4.172683187,0,0,2,NaN,1,,NaN,ana,14882.75,0,4.172683187,#NUM!,NaN,NaN,
anachronism,0.77815125,1.840482487,4.55,4.25,0,0.29613441,3,,1.176958981,anachronism,69.26,15.03,1.840482487,1.176958981,1.846708145,1.204933522,
ancestors,2.447158031,2.627488753,3.05,3,0,0.58775353,2,,2.066102197,ancestors,424.12,116.44,2.627488753,2.066102197,2.628511537,2.069816043,
anchor,2.57863921,2.527797401,2.35,1.55,0,0.60511881,1,,1.368100852,anchor,337.13,23.34,2.527797401,1.368100852,2.529083705,1.386320574,
anchovy,0.903089987,2.604873771,2.95,3.85,0,0.31197351,1,,1.275311355,anchovy,402.6,18.85,2.604873771,1.275311355,2.605951158,1.297760511,
ancient,3.043755127,2.959566047,2.55,2.75,0,0.65459841,1,,2.515105204,ancient,911.1,327.42,2.959566047,2.515105204,2.960042456,2.516429597,
and,5.834281427,4.46748098,1.25,1,5,0.70523477,1,,4.454398145,and,29341.41,28470.7,4.46748098,4.454398145,4.467495781,4.454413399,
anderson,NaN,2.736516016,0,0,0,NaN,2,,1.122870923,anderson,545.15,13.27,2.736516016,1.122870923,NaN,NaN,
andre,NaN,3.145246144,1.9,2.8,0,NaN,1,,-0.187086643,andre,1397.16,0.65,3.145246144,-0.187086643,NaN,NaN,
andrew,NaN,2.597245305,2.65,2.55,0,NaN,1,,0.428134794,andrew,395.59,2.68,2.597245305,0.428134794,NaN,NaN,
anemone,1.146128036,2.710760288,2.85,2.95,0,0.34476444,1,,1.799064719,anemone,513.76,62.96,2.710760288,1.799064719,2.711604792,1.805908455,
anesthesia,2.008600172,1.836070809,NaN,NaN,NaN,NaN,NaN,,1.019946682,anesthesia,68.56,10.47,1.836070809,1.019946682,NaN,NaN,
angel,3.60129931,2.483943714,1.85,2.35,0,0.64319605,1,,1.895588276,angel,304.75,78.63,2.483943714,1.895588276,2.485366466,1.901076716,
angeles,NaN,3.007355114,0,0,0,NaN,1,,1.933537902,angeles,1017.08,85.81,3.007355114,1.933537902,NaN,NaN,
angels,2.872156273,2.763607664,2.05,2.55,0,0.61440635,2,,1.850584976,angels,580.24,70.89,2.763607664,1.850584976,2.764355494,1.856668484,
anger,2.996511672,3.299339476,1.65,1.8,0,0.60412061,1,,2.051075308,anger,1992.23,112.48,3.299339476,2.051075308,3.299557415,2.054919327,
angle,2.881954971,2.739888655,1.55,1.65,1,0.61115038,1,,1.842422003,angle,549.4,69.57,2.739888655,1.842422003,2.740678425,1.848620117,
angry,3.478422188,2.646893624,2,2.45,0,0.61759162,1,,1.989405318,angry,443.5,97.59,2.646893624,1.989405318,2.647871765,1.993832867,
angst,1.681241237,2.791311616,2,2,0,0.39090446,1,,1.722387094,angst,618.46,52.77,2.791311616,1.722387094,2.792013268,1.730540036,
animal,3.36567514,2.823650259,2.45,2.45,0,0.66288322,1,,2.208226306,animal,666.27,161.52,2.823650259,2.208226306,2.8243016,2.210906814,
animals,3.299725154,2.716520848,2.7,2.8,0,0.65480441,2,,2.275334393,animals,520.62,188.51,2.716520848,2.275334393,2.717354235,2.277632132,
animated,1.792391689,3.161957643,2.75,2.85,0,0.61173308,3,,2.381926931,animated,1451.97,240.95,3.161957643,2.381926931,3.162256647,2.383725626,
ankle,2.612783857,2.705709801,1.85,1.85,1,0.57386595,1,,1.029789471,ankle,507.82,10.71,2.705709801,1.029789471,2.706564174,1.068556895,
ann,NaN,4.172651086,1.6,1,1,NaN,1,,NaN,ann,14881.65,0,4.172651086,#NUM!,NaN,NaN,
anna,3.240299582,1.288472801,1.8,1.45,0,0.6366989,1,,1.104828404,anna,19.43,12.73,1.288472801,1.104828404,1.310268367,1.137670537,
anne,NaN,2.753008215,1.7,1,0,NaN,1,,0.804139432,anne,566.25,6.37,2.753008215,0.804139432,NaN,NaN,
annex,1.643452676,2.438431586,1.95,1.95,0,0.55590814,1,,1.242789809,annex,274.43,17.49,2.438431586,1.242789809,2.440011242,1.266936911,
annie,NaN,1.920436407,1.9,1,0,NaN,2,,0.195899652,annie,83.26,1.57,1.920436407,0.195899652,NaN,NaN,
anniversary,2.973127854,1.760045328,4.5,5.15,0,0.61776412,1,,1.219322508,anniversary,57.55,16.57,1.760045328,1.219322508,1.767526899,1.244771761,
announced,2.462397998,2.88304788,2.55,2.45,1,0.66446698,3,,2.041747872,announced,763.92,110.09,2.88304788,2.041747872,2.883616016,2.045674967,
announcer,2.759667845,2.436385305,2.9,2.6,1,0.57460809,3,,1.951774508,announcer,273.14,89.49,2.436385305,1.951774508,2.437972408,1.956600588,
annoy,2.11058971,1.975155978,1.95,1.85,0,0.3238624,1,,0.532754379,annoy,94.44,3.41,1.975155978,0.532754379,1.979730431,0.644438589,
annoyed,2.245512668,3.188284295,2.85,1.85,0,0.54441929,2,,1.586699802,annoyed,1542.71,38.61,3.188284295,1.586699802,3.188565717,1.597804842,
annoying,2.754348336,3.226465859,2.95,2.55,0,0.47742426,2,,2.960542123,annoying,1684.48,913.15,3.226465859,2.960542123,3.226723604,2.961017464,
anonymous,2.633468456,2.309970657,3.65,3.25,0,0.60052294,3,,1.888404168,anonymous,204.16,77.34,2.309970657,1.888404168,2.31209269,1.893983567,
another,4.414488672,3.285386258,2.55,2.7,0,0.70176488,1,,3.060539199,another,1929.24,1149.58,3.285386258,3.060539199,3.285611311,3.060916821,
answer,3.953614742,3.231102426,2.6,1.75,0,0.63503903,1,,2.259761067,answer,1702.56,181.87,3.231102426,2.259761067,3.231357434,2.262142465,
answered,2.889861721,3.211761094,2.8,1.9,0,0.58685958,2,,2.54607357,answered,1628.4,351.62,3.211761094,2.54607357,3.212027712,2.547306941,
answers,3.184123354,3.078173963,2.85,1.8,0,0.59619856,2,,2.603847771,answers,1197.22,401.65,3.078173963,2.603847771,3.078536564,2.604927703,
ant,2.437750563,4.172571992,1.2,1.2,6,0.5535776,1,,0.600972896,ant,14878.94,3.99,4.172571992,0.600972896,4.17260118,0.698100546,
antelope,1.707570176,2.558804537,3.25,3,0,0.48482898,1,,1.94319763,antelope,362.08,87.74,2.558804537,1.94319763,2.560002327,1.948119424,
antenna,2.089905111,2.68314614,2.8,2.6,0,0.57344985,2,,1.609167374,antenna,482.11,40.66,2.68314614,1.609167374,2.684046027,1.619719266,
anthill,1.477121255,2.821054755,3,3.4,0,0.18296073,2,,2.045635871,anthill,662.3,111.08,2.821054755,2.045635871,2.821709997,2.049528122,
anthony,NaN,2.883581949,2.9,2.7,0,NaN,1,,2.162594274,anthony,764.86,145.41,2.883581949,2.162594274,NaN,NaN,
antique,2.491361694,2.52323906,2.75,2.25,0,0.56367373,1,,1.226599905,antique,333.61,16.85,2.52323906,1.226599905,2.524538916,1.25163822,
antler,1.204119983,3.269860708,1.95,2.55,0,0.30701351,1,,1.548757829,antler,1861.49,35.38,3.269860708,1.548757829,3.27009395,1.560862695,
antonio,NaN,2.450833934,2.9,3.35,0,NaN,1,,0.92788341,antonio,282.38,8.47,2.450833934,0.92788341,NaN,NaN,
anxiety,2.539076099,2.828040876,3,4.25,0,0.56587577,2,,2.282395505,anxiety,673.04,191.6,2.828040876,2.282395505,2.82868567,2.284656283,
any,4.74872281,4.19078369,1.6,1.55,1,0.69387269,1,,3.106802628,any,15516.14,1278.8,4.19078369,3.106802628,4.190811678,3.107142106,
anybody,4.063483478,2.54377014,3.05,3.55,0,0.56297916,2,,1.744214725,anybody,349.76,55.49,2.54377014,1.744214725,2.545010061,1.751971575,
anyhow,2.888740961,2.55278985,2.9,3.6,0,0.2724072,2,,1.962606073,anyhow,357.1,91.75,2.55278985,1.962606073,2.554004321,1.967313918,
anymore,3.982180746,2.742599458,2.9,3.75,0,0.5701431,2,,1.229681842,anymore,552.84,16.97,2.742599458,1.229681842,NaN,NaN,
anyone,4.114577627,2.75089392,2.3,3.5,0,0.65045226,2,,2.42372088,anyone,563.5,265.29,2.75089392,2.42372088,2.751663946,2.425354858,
anyplace,2.444044796,2.597969275,3.75,3.6,0,0.1789501,2,,1.925105727,anyplace,396.25,84.16,2.597969275,1.925105727,2.599063906,1.930235653,
anything,4.665308885,3.291515367,2.95,2.7,0,0.65807074,2,,3.104876163,anything,1956.66,1273.14,3.291515367,3.104876163,3.291737267,3.10521715,
anytime,3.096562438,2.850615607,NaN,NaN,NaN,NaN,NaN,,1.496929648,anytime,708.95,31.4,2.850615607,1.496929648,NaN,NaN,
anyway,4.085112113,2.518461295,2.65,2.55,0,0.58828986,2,,2.250858955,anyway,329.96,178.18,2.518461295,2.250858955,2.519775508,2.253289532,
anywhere,3.653405491,2.631606092,3.5,3.4,0,0.61554736,2,,2.215267343,anywhere,428.16,164.16,2.631606092,2.215267343,2.632619237,2.217904874,
apache,2.401400541,2.082893033,2.5,2.45,0,0.54600334,1,,1.019946682,apache,121.03,10.47,2.082893033,1.019946682,2.086466611,1.059563418,
apart,3.380030248,3.016615548,1.95,1.95,0,0.67519516,1,,2.406625328,apart,1039,255.05,3.016615548,2.406625328,3.017033339,2.40832478,
apartheid,1.301029996,2.325987466,3.75,3.8,0,0.55962008,1,,1.609701102,apartheid,211.83,40.71,2.325987466,1.609701102,2.328032845,1.62024019,
